Clabels,ID,Shelves
2,149,127175
4,2302,1229821
0,2510,106546
2,28,522484
2,28,106546
2,28,127175
2,16,650659
0,2867,4537
3,1803,4537
4,2269,4483
1,798,447913
4,2412,4537
3,1712,4483
0,2510,1229817
3,1355,106546
4,2026,4537
3,1443,4537
4,2206,1225174
3,1351,106546
1,998,106546
1,998,4483
1,998,522484
1,998,127175
2,68,95987
0,2590,4536
0,2761,1070524
0,3046,127175
3,1428,4483
2,553,4537
2,345,529295
3,1635,648819
3,1355,106546
4,2172,106546
4,2172,127175
1,759,4483
4,2137,529295
0,3129,1180168
2,68,1229817
0,2622,529295
2,41,4537
1,710,4483
3,1233,4483
0,2843,522484
0,2843,106546
1,992,106546
2,282,4537
3,1737,4483
1,1097,4537
2,469,522484
3,1811,4483
1,585,4537
0,2558,106546
0,2558,95987
4,2004,1180168
3,1641,95987
3,1641,106546
3,1641,522484
3,1378,4538
3,1428,4483
0,2588,529295
0,2732,581514
3,1777,529295
4,1901,4537
2,105,447913
2,422,4537
0,2898,127175
0,2898,4483
0,3011,581514
3,1354,4483
0,2501,4536
1,706,581514
2,367,4483
1,687,4537
4,2237,529295
2,339,95987
4,2015,4537
1,850,4537
2,436,4537
0,2789,4483
4,2080,106546
0,2562,581514
1,634,4483
4,2256,127175
1,1158,4537
1,845,447913
4,2251,4537
1,673,95987
1,673,522484
1,673,106546
2,68,1229821
4,2124,522484
4,2124,4483
0,3001,95987
1,967,95987
4,2026,4537
0,2510,3304195
0,2510,1229821
0,3113,4537
4,2434,106546
4,2434,522484
2,563,4537
1,785,1225174
2,345,127175
4,1989,106546
0,2570,1229817
1,768,4537
4,1990,522484
4,1990,106546
4,1990,95987
3,1472,581514
4,1897,4483
3,1467,4537
1,927,4483
1,927,4537
0,3011,581514
4,1858,581514
4,2156,4537
4,1990,4483
4,2114,95987
0,3069,3304195
0,3069,1229821
0,3069,1229820
0,2706,581514
3,1753,1229817
3,1753,1229821
4,1987,95987
4,1876,581514
0,2671,4483
0,2570,3304195
0,2570,1229820
1,685,95987
4,1967,5065
3,1732,4537
2,483,522484
0,2510,1229817
0,2510,3304195
0,2510,1229821
2,130,4483
0,3136,4483
4,1961,4537
4,1979,95987
0,2611,4537
0,2503,4537
4,2159,4483
2,68,447913
1,1071,4483
2,332,650659
0,2706,581514
2,482,529295
0,2706,581514
3,1764,529295
1,922,95987
1,922,106546
1,737,650659
4,2103,4537
4,2137,529295
3,1570,4483
3,1731,522484
3,1731,106546
3,1731,127175
1,1168,1229821
1,1168,1229819
3,1811,4483
0,3136,4483
0,2510,3304195
0,2510,1229821
0,2510,1229820
0,3111,529295
2,187,529295
4,2241,4483
1,873,4483
2,563,4483
3,1340,4537
3,1229,106546
0,2510,3304195
0,2510,1229821
3,1254,447913
0,3069,4457
2,41,4483
0,2510,3304195
0,2510,1229821
3,1627,4537
3,1753,95987
3,1753,62056
3,1487,95987
4,1914,106546
4,2004,1070524
4,2004,4537
3,1518,447913
3,1410,95987
3,1745,650659
1,774,529295
0,3129,3304195
0,3129,1229821
0,2731,4483
4,1990,1229825
3,1404,4483
2,471,4537
0,3129,3304195
0,3129,1229820
4,2251,447913
4,1990,95987
4,1990,522484
4,1990,127175
4,2282,4483
3,1635,4483
4,2266,95987
4,2266,4537
0,2510,3304195
0,2510,1229821
1,1184,4537
1,928,4483
0,2687,95987
0,2687,522484
0,2687,106546
0,2687,127175
4,2171,4483
1,680,581514
3,1633,5065
3,1651,127175
4,2205,1229821
2,154,4537
4,2024,106546
0,2624,529295
1,850,4537
0,3116,4483
0,3116,581514
1,781,581514
2,175,522484
2,175,127175
4,2103,4537
1,745,5065
1,863,447913
4,1990,1070524
2,244,4483
1,965,4536
2,47,581514
2,363,447913
2,363,4537
2,442,581514
1,746,4536
2,442,581514
1,1119,4537
0,3036,1229817
0,3069,1180168
0,2615,106546
0,2510,1180168
0,2510,3304195
0,2510,1229821
0,2510,1229817
1,601,4483
3,1428,4537
0,2528,4536
0,3069,3304195
0,3069,1229821
3,1737,4537
0,2622,529295
4,2066,106546
4,2256,529295
2,184,4483
0,2685,447913
2,450,522484
2,450,106546
3,1635,4483
0,3036,1229817
0,3036,1229821
2,52,4537
0,2706,581514
3,1635,4483
3,1613,4537
2,68,1229817
1,1221,106546
0,2732,581514
2,219,95987
2,219,522484
2,219,127175
4,2256,127175
4,1968,4483
4,2256,127175
0,3027,4536
0,3136,4483
4,2427,4537
1,1079,4537
0,2761,1070524
2,101,4483
4,2156,4483
4,2103,4537
0,2703,1229817
1,669,4483
3,1502,529295
4,2256,529295
0,2490,5065
3,1428,4537
4,2369,95987
4,2369,522484
4,2369,106546
0,2842,581514
1,574,650659
2,543,4538
2,397,650659
3,1653,581514
2,355,4483
2,168,4483
3,1677,106546
3,1677,4483
3,1618,4537
2,544,127175
2,317,106546
3,1737,4537
2,79,4483
2,165,4483
0,2891,95987
2,228,95987
2,228,447913
2,228,106546
2,228,522484
2,228,127175
4,2026,4537
1,1079,4537
0,2703,3304195
0,2703,1229821
4,2060,581514
0,3014,4483
3,1462,106546
0,2510,3304195
0,2510,1229821
4,2177,127175
1,1000,4537
0,3013,4537
3,1745,1225174
4,2256,127175
4,1901,4537
4,2103,4537
4,1990,4483
4,2114,95987
2,68,1229817
1,1076,581514
1,903,4483
4,2105,5065
4,2460,4483
0,2570,650659
0,2821,106546
0,2821,127175
4,1990,106546
1,1003,4537
0,2717,4537
3,1671,4483
1,626,581514
1,730,4483
2,247,4537
4,2341,4537
1,1184,4483
0,2703,1229817
0,2779,447913
3,1496,5065
2,244,4537
0,3135,4483
0,2722,4537
2,68,447913
2,68,3304195
2,68,1229819
2,68,1229821
1,1047,4537
0,2604,4483
3,1410,4537
3,1575,4537
4,2030,4537
3,1340,4537
2,168,4483
3,1439,1180168
2,68,1180168
3,1428,4537
3,1279,4483
1,822,4537
1,770,4483
0,3069,1180168
2,152,4457
3,1439,1229817
4,2032,529295
0,3095,581514
4,1905,4538
3,1453,95987
2,95,4537
2,168,4483
0,2732,4483
3,1521,127175
4,2041,4483
0,2510,3304195
0,2510,1229821
1,995,4537
0,2791,106546
0,2791,127175
2,245,106546
3,1727,522484
3,1727,127175
2,114,4483
2,184,4483
4,2089,4483
2,101,4483
4,2256,127175
0,3024,4483
3,1469,4483
4,2201,529295
0,3056,4483
1,992,106546
4,2033,581514
3,1315,106546
3,1315,127175
3,1315,95987
0,2832,4537
0,2622,529295
3,1427,4537
4,2156,4538
2,187,529295
1,1063,4537
3,1303,1229821
1,795,4483
0,2555,95987
0,2579,4483
0,2703,1180168
0,2703,1229821
0,2703,1229817
4,2004,4537
0,2510,106546
3,1712,4483
1,756,4483
0,2510,522484
0,2510,95987
0,2510,106546
3,1749,106546
3,1749,522484
3,1749,127175
4,1930,106546
0,2703,1229817
0,2726,581514
3,1490,1229821
2,462,4483
2,164,4537
4,1990,4538
1,744,522484
1,744,106546
1,765,127175
2,467,4538
2,199,4483
4,2225,581514
0,2757,4536
1,1206,4537
1,1206,4483
2,68,1071165
0,3095,4537
0,3089,581514
3,1747,4537
3,1502,447913
0,3067,4483
0,2570,1229817
1,682,645319
3,1614,4537
1,1000,4537
0,2510,95987
0,2510,522484
0,2510,650659
3,1737,4537
3,1576,4537
4,2448,650659
2,563,4537
2,475,95987
4,2280,650659
0,2510,3304195
0,2510,1229821
0,2510,1229817
0,2936,4483
1,875,106546
1,875,95987
1,634,4537
1,808,522484
4,2156,650659
4,2387,581514
0,2727,581514
4,2038,4483
0,3136,4483
0,3136,4483
1,1047,4537
2,534,4537
1,1097,529295
0,2732,581514
0,2483,4483
3,1791,95987
4,2078,1180168
4,2078,1229821
2,101,4483
3,1447,106546
3,1447,522484
4,2026,650659
0,2570,3304195
0,2570,1229821
2,24,529295
2,87,447913
0,2615,4483
1,912,4537
0,2503,4537
0,3045,529295
1,871,447913
1,871,1229820
1,1184,4537
3,1539,95987
4,2413,4483
0,2475,4483
0,2475,4537
0,2475,4538
3,1602,4537
3,1827,4537
4,2112,522484
4,2112,106546
0,2872,581514
3,1501,4537
0,3129,1180168
0,2802,522484
0,2802,106546
3,1812,4537
3,1737,4537
1,1000,4537
4,1978,4537
4,1917,4537
2,29,127175
2,168,4483
3,1812,4537
0,2510,3304195
0,2510,1229821
0,3129,1180168
3,1826,650659
0,3063,4483
4,2026,4537
0,3036,1180168
0,3036,1229821
0,3036,1229817
4,1910,1070524
4,1910,4537
1,992,127175
2,141,447913
1,1097,4537
2,339,4537
0,2570,1229819
0,2706,581514
3,1428,4537
3,1732,529295
2,294,4537
2,365,95987
4,2078,127175
1,624,4483
3,1368,106546
3,1368,522484
4,2078,127175
0,2703,1229817
0,2703,3304195
0,2703,1229821
4,2140,4537
2,118,4483
4,2078,447913
1,892,4537
0,2538,4536
3,1747,4483
3,1266,4483
0,2691,447913
4,2380,4537
2,373,522484
2,373,4483
3,1428,4538
3,1732,4483
4,2281,4483
1,1097,4483
4,1973,447913
2,244,4483
0,3069,522484
2,68,95987
3,1555,522484
3,1555,95987
3,1555,127175
3,1502,1229821
2,449,1070524
2,68,3304195
2,68,1229821
3,1737,581514
4,1962,581514
0,2692,529295
2,511,4537
3,1832,4537
1,1091,447913
0,2774,4483
4,1944,4483
0,3038,522484
0,3038,106546
0,3038,127175
4,2137,529295
0,2622,529295
1,1118,4483
4,1984,581514
0,2818,106546
3,1388,581514
3,1732,4537
3,1514,447913
0,2596,4537
4,1836,4537
4,2078,95987
0,2703,1229817
4,2082,4483
1,1027,4483
1,860,106546
3,1501,4537
4,2105,5065
3,1355,106546
0,2627,4537
2,244,4483
1,660,4483
2,511,4537
1,992,127175
4,2302,1229819
1,633,4538
0,2510,95987
4,2203,4483
0,2990,4483
4,1897,4483
1,1125,581514
0,3069,106546
4,2304,4537
1,757,522484
1,641,4537
3,1701,106546
4,1889,4483
1,882,522484
1,882,127175
1,882,106546
2,91,4537
4,2437,4536
2,264,4537
3,1257,581514
3,1375,529295
1,1000,4537
1,1071,4483
1,744,4537
2,199,4483
0,2875,4537
0,2655,95987
3,1428,4537
1,777,447913
2,16,4537
4,1927,4537
1,1010,4537
1,654,1071165
4,2114,447913
4,2107,529295
3,1737,4483
4,1902,4483
0,3069,3304195
0,3069,1229820
2,93,1180168
4,2145,4537
3,1654,529295
4,2004,4537
4,2004,1070524
1,650,4483
2,345,127175
4,1990,4483
0,2856,4537
4,2103,4537
4,2221,5065
2,349,4537
2,342,529295
1,1181,4483
1,624,4483
4,2298,4483
4,2053,522484
4,2053,106546
2,435,4537
4,2449,4483
4,2243,4537
2,339,95987
4,2103,4537
3,1472,581514
1,933,447913
2,425,529295
4,1967,4483
3,1439,1229817
1,684,529295
0,2786,447913
0,2786,1229821
4,1967,4483
4,2159,4483
4,1952,3304195
4,1952,1229821
4,1952,1229820
4,2346,447913
4,2346,3304195
4,2346,1229819
4,2346,1229821
4,2455,4536
4,2296,4537
1,1106,106546
1,1106,127175
4,2383,650659
1,815,1070524
3,1453,529295
1,645,95987
1,1086,4483
2,382,447913
2,382,95987
2,382,1229825
2,382,581514
1,1033,4483
2,69,4483
0,2757,4536
0,2923,4537
0,2931,4483
4,2338,581514
1,769,4537
4,2346,4483
2,392,581514
2,170,4537
2,251,4537
1,942,4483
1,592,4537
4,2339,4537
0,3011,581514
3,1479,4536
2,47,581514
0,2685,1229821
0,2685,1229819
0,2510,447913
3,1529,4537
2,432,447913
3,1357,4537
4,2416,4483
3,1395,4483
2,390,581514
0,3054,95987
0,3054,522484
0,3054,106546
0,3069,1229821
0,3069,1180168
2,69,4483
0,3036,581514
3,1428,4538
2,314,4537
2,542,4536
1,857,447913
3,1521,529295
1,841,4483
3,1484,4537
3,1251,4483
3,1575,4537
0,2922,650659
2,68,447913
2,68,1229820
3,1375,529295
3,1307,4483
0,2820,4537
0,2627,4537
1,1003,4537
2,235,95987
0,2530,4483
4,2103,4537
3,1563,4483
4,2081,4536
3,1712,4483
4,2194,106546
4,2194,522484
4,2217,4537
4,2150,4537
4,2239,95987
3,1425,3304195
3,1425,1229821
2,490,95987
2,68,1229818
0,2703,447913
0,2703,1229817
0,2703,1229821
4,2103,4537
1,858,4483
2,456,650659
3,1410,1070524
3,1410,127175
3,1410,106546
4,2026,4537
1,850,4537
2,184,4483
4,2252,4537
3,1274,4537
1,1000,4537
4,1990,106546
4,1990,522484
4,1990,95987
0,3113,4537
2,496,447913
0,3129,447913
0,3129,1229821
3,1428,4483
4,2156,4537
3,1732,4537
2,448,95987
2,448,522484
4,1861,4483
2,519,1070524
2,66,4537
1,774,4483
4,2380,4537
2,173,4537
2,159,4537
2,300,4483
0,2812,1229821
0,2812,1229825
0,2913,522484
0,2913,127175
0,2504,4537
3,1808,1085065
2,172,95987
0,2979,127175
2,31,4537
3,1703,522484
3,1703,127175
1,790,4483
0,3097,106546
0,3097,4483
3,1257,1071165
2,482,4537
1,1155,95987
4,1864,4483
0,3069,1229819
0,3069,1180168
0,2570,447913
1,1097,4537
4,2172,106546
4,2172,127175
0,3006,4537
0,2868,4538
3,1490,95987
2,68,1229817
1,731,106546
1,731,522484
1,1029,4537
4,2026,4537
0,3135,4483
0,3046,127175
0,3095,4537
4,2365,4537
4,2365,1180168
4,2365,1085065
2,173,4537
4,2078,4536
3,1428,4483
2,65,529295
3,1428,4537
3,1737,4483
4,2367,529295
3,1627,4537
0,2576,4538
4,2319,5065
3,1351,522484
3,1351,106546
3,1351,127175
0,2866,4483
1,623,4483
0,2698,447913
2,173,4537
4,2256,529295
4,2195,4537
4,2078,127175
4,1864,4483
1,1097,529295
2,68,1229821
2,209,4483
1,1217,522484
2,211,4483
1,634,4483
4,2156,1229821
0,3095,581514
3,1467,4537
4,2026,4537
2,68,1229821
2,68,1229820
2,68,447913
3,1411,4538
4,1982,4537
0,2620,4483
3,1355,106546
0,2812,650659
4,1897,4483
3,1653,581514
4,1897,4483
3,1799,529295
0,2500,4483
0,3135,4483
1,1000,4537
3,1439,1084835
1,1184,4537
1,910,522484
2,184,4483
2,425,4537
1,756,4537
3,1468,522484
3,1468,4537
3,1468,127175
3,1294,4537
2,279,522484
2,279,127175
2,279,106546
4,2035,106546
4,2035,95987
3,1718,1229821
0,2664,4483
1,1097,4537
1,729,4537
0,3129,1229817
0,2740,4537
4,2256,529295
0,2703,1229817
4,2086,4483
4,2103,4537
2,16,650659
2,480,95987
2,480,106546
2,68,1180168
4,2026,1070524
2,390,4537
4,2142,4537
1,718,4537
4,2156,650659
1,684,529295
0,3129,3304195
0,3129,1229820
1,684,529295
3,1467,4537
1,683,581514
4,2069,4537
4,2217,4537
3,1392,4537
2,410,3304195
2,410,447913
2,410,1229820
3,1391,95987
3,1391,522484
1,651,522484
0,3069,1071165
0,3069,447913
0,3069,1180168
0,3069,1229821
0,3069,1229817
2,405,522484
2,405,106546
0,3001,95987
3,1635,4483
4,2078,95987
1,695,1085065
0,3059,4537
4,2156,1229821
4,2156,1229820
1,1142,106546
1,1030,4537
2,472,4537
2,341,1229820
0,3046,127175
3,1758,95987
0,2813,127175
1,1003,4537
4,2156,447913
2,68,447913
0,3089,4537
3,1257,1070524
3,1697,1229821
3,1697,1180168
3,1697,1229817
0,2984,529295
0,3011,581514
2,16,4537
0,3063,4483
4,2177,4483
4,2178,447913
0,3036,1229821
0,3036,1180168
0,3036,447913
4,2448,650659
0,2529,4538
0,2576,4538
2,68,581514
2,47,581514
0,2703,1180168
0,2703,447913
3,1244,4537
1,1116,95987
4,1843,4537
4,2103,4537
2,173,4537
4,2256,529295
4,2015,4537
3,1737,4537
0,2590,4536
3,1355,106546
4,1868,4537
4,2372,4537
0,2758,4483
1,808,4537
4,1868,4537
0,3066,106546
0,2480,447913
2,389,447913
0,2613,529295
3,1461,95987
2,184,4483
3,1832,4536
0,3037,447913
1,804,4483
0,2875,581514
2,194,4537
3,1289,4483
3,1428,581514
3,1439,447913
3,1439,1229820
4,2452,4537
3,1340,4538
4,2332,4538
2,496,4537
0,2510,95987
3,1428,4483
4,2207,106546
2,287,4483
4,2174,447913
4,2174,1229820
0,2627,4483
3,1804,4537
2,371,4537
4,2088,4537
4,1924,581514
3,1448,447913
3,1369,4537
3,1407,4483
2,209,4483
0,2537,581514
3,1382,529295
2,68,447913
2,68,1229817
2,68,1229821
2,68,3304195
4,2210,95987
4,2078,127175
3,1723,581514
1,623,4483
0,3135,4483
3,1732,4483
2,418,581514
0,2997,106546
4,2080,4483
1,1101,95987
2,68,95987
2,36,4483
4,2364,1070524
4,2364,4537
2,556,4537
0,2622,529295
3,1428,581514
2,124,447913
3,1811,4483
3,1712,4483
0,2526,4483
1,573,581514
0,2847,4483
0,2538,4536
3,1723,581514
2,50,4537
0,2531,4537
3,1341,127175
3,1341,106546
4,1984,581514
0,3118,581514
1,992,529295
3,1671,4483
2,497,4537
2,538,1225174
0,2510,3304195
0,2510,1229821
0,2703,1229821
0,2703,1229817
1,1214,4483
2,162,1070524
2,287,4483
0,2883,1070524
0,2883,4537
4,2026,4537
4,2257,447913
4,2257,1229820
0,2510,3304195
0,2510,1229820
4,2015,4537
1,911,95987
1,911,106546
1,911,4483
0,2761,106546
0,2510,3304195
0,2510,1229821
4,2103,4537
0,2510,3304195
0,2510,1229821
3,1712,4483
0,2812,1229821
4,1990,4537
3,1694,4537
1,1185,4536
0,2746,4537
3,1428,4483
3,1627,1180168
3,1428,4483
0,2820,4483
0,2592,581514
2,80,4483
0,3091,4537
0,2732,581514
3,1354,4483
0,3069,1229817
3,1722,581514
0,2682,127175
2,47,581514
3,1428,4537
4,2451,447913
4,2451,95987
1,1222,4537
2,482,529295
0,2510,522484
0,2772,581514
0,2772,4537
2,68,3304195
2,68,447913
2,68,1229821
2,18,4537
0,2732,581514
3,1439,1229817
0,2706,581514
0,3036,447913
1,796,106546
1,796,127175
0,3011,581514
1,1134,4483
4,2032,529295
4,2274,581514
1,963,106546
0,2703,1229817
3,1414,4537
0,3110,4483
1,578,95987
4,2256,529295
2,173,581514
4,2311,4537
1,686,4537
4,2156,1229821
4,2156,1229825
4,2156,1229819
1,1083,1084835
1,992,106546
1,828,95987
2,570,4538
4,2137,529295
0,2622,529295
3,1340,4537
4,2114,95987
3,1355,106546
0,2510,1180168
0,2510,3304195
0,2510,1229821
0,2510,1229818
0,2510,1229819
0,2510,1229817
4,2121,4483
0,3074,4483
1,1025,4483
0,2498,4537
4,2057,529295
3,1373,4537
0,3113,4537
4,2308,4537
3,1712,4483
2,136,4537
3,1635,4483
0,3135,4483
0,2703,1229821
0,2703,1180168
0,2703,1229817
0,2887,4536
3,1824,4483
2,119,4537
3,1686,4537
0,3069,447913
0,3069,1229821
4,2448,650659
3,1785,4537
1,808,4457
3,1707,4483
0,3011,581514
0,2521,4537
3,1481,5065
2,493,4537
3,1410,581514
3,1581,1229820
4,2156,4536
0,2736,4537
4,2085,4483
0,2510,1229817
0,2510,1229821
0,2510,447913
4,2097,4537
0,2622,529295
0,3069,3304195
0,3069,1229821
3,1806,4537
4,2448,650659
2,84,4537
1,824,529295
4,2417,4537
0,2510,3304195
0,2510,1229821
2,175,5065
4,2103,4537
2,68,1229817
4,2078,447913
3,1745,650659
1,1093,4483
0,2703,1229821
0,2703,1229817
4,2041,4483
0,2485,4483
4,2026,4537
3,1428,4483
4,1979,4537
2,62,127175
2,62,522484
2,62,106546
4,2251,4536
2,345,127175
1,1000,4537
1,1179,4537
0,2851,522484
0,2851,4457
2,79,4537
0,3014,4483
0,2510,529295
4,2217,650659
3,1428,581514
3,1233,4483
4,2412,4483
3,1428,4537
0,2706,581514
0,2510,3304195
0,2510,1229821
0,2510,1229820
0,2816,447913
0,2816,1229821
0,3129,1229817
3,1635,4483
4,1902,4537
0,2557,4537
1,1011,4483
1,712,4483
0,2988,529295
3,1722,4483
0,2987,4537
0,3014,4483
2,482,4483
1,808,522484
0,2993,4537
2,202,4537
0,3114,522484
0,3114,95987
0,3114,106546
1,1175,1084835
0,3069,95987
0,2680,4483
2,13,4537
3,1513,4483
4,1967,4537
0,2999,4483
3,1624,4483
2,234,4483
4,2032,529295
1,971,106546
3,1485,4537
4,1911,1225174
4,2133,4537
3,1717,529295
4,2318,1229825
3,1570,4483
4,2340,1229821
4,2340,1229820
0,2510,1180168
3,1543,447913
0,2944,4483
1,1000,4537
4,2325,127175
0,2579,4483
2,517,522484
2,517,127175
0,3011,581514
0,3011,4537
4,1906,4537
0,2922,581514
4,2235,581514
4,2196,4537
3,1412,4537
4,1947,106546
4,1947,522484
1,1210,95987
4,2256,127175
2,451,95987
1,1184,4537
0,2618,106546
2,136,4483
0,2510,1085065
4,2026,4537
2,184,4483
0,2627,4483
2,36,4536
0,3036,1229821
0,3036,447913
0,2816,95987
3,1737,4483
3,1263,581514
0,2524,106546
0,2524,95987
0,3069,1180168
2,36,4483
4,2366,4537
3,1588,4483
0,2599,4457
1,1101,95987
0,2631,522484
0,2631,106546
3,1253,1070524
2,228,95987
2,228,127175
2,228,522484
2,228,106546
1,620,522484
1,620,106546
4,2137,529295
1,1094,4483
0,2528,1070524
3,1622,1229821
4,1957,4483
4,1860,4536
1,1017,447913
3,1439,581514
3,1335,95987
4,2026,4537
3,1428,4483
4,2023,4483
3,1745,447913
4,1900,4483
2,11,4483
0,2510,3304195
0,2510,1229821
0,2510,1229820
0,2510,1229817
3,1428,4537
1,898,447913
0,3124,522484
0,2918,106546
1,858,1071165
3,1635,648819
0,2938,529295
3,1340,4537
3,1608,4483
3,1654,529295
4,1864,4483
3,1546,5065
1,1097,4483
4,2156,62056
1,1097,4537
3,1635,4483
3,1635,648819
0,2703,3304195
0,2703,1229821
0,2703,1229820
0,2703,1229819
2,68,1229818
2,223,4537
0,3048,4483
1,1072,4538
0,3033,4537
3,1723,581514
2,418,581514
3,1428,447913
4,2256,127175
4,2004,447913
1,768,447913
0,3069,522484
2,390,581514
2,68,95987
1,690,4537
4,1957,4537
4,2447,5065
2,319,4537
1,1049,447913
4,2256,127175
1,684,529295
3,1434,4483
3,1812,4537
4,2078,127175
2,563,4537
1,768,4537
1,624,4537
4,2283,4537
4,2195,4537
0,2915,4537
4,1994,4483
3,1428,4537
0,3095,4537
4,2443,4483
4,2262,4537
3,1269,4537
1,872,95987
4,2247,4537
4,2307,4483
2,185,4537
2,175,106546
2,175,522484
2,175,127175
2,97,447913
4,2074,1229821
4,2026,4537
0,2608,4537
2,192,4538
0,2879,581514
0,2879,106546
0,2879,522484
1,750,581514
2,563,4537
1,1000,4537
3,1355,106546
0,2478,4537
2,184,4483
4,2169,581514
0,2664,4483
4,2156,4536
0,2810,4537
2,187,529295
3,1341,127175
1,917,95987
0,2703,447913
0,2703,1229817
0,2703,1229821
0,2703,3304195
1,1093,4537
3,1635,4483
2,381,95987
2,274,4483
0,2868,4538
4,1952,447913
4,1952,1229821
1,961,4537
4,2078,1085065
4,2078,95987
0,2732,4483
0,2510,106546
0,2510,522484
3,1635,4537
3,1737,1085065
1,633,4538
3,1283,4483
2,454,581514
4,1981,4483
0,3046,127175
3,1812,4537
4,2066,106546
3,1240,650659
1,1104,1070524
3,1428,4537
0,2537,4537
0,3043,4537
0,2540,95987
4,2445,4537
0,2510,3304195
0,2510,1229820
2,252,4538
2,47,4537
4,2344,95987
1,609,4537
1,634,522484
4,1874,4537
4,2320,529295
3,1340,4537
1,655,4537
2,332,650659
4,2262,4537
4,1990,106546
0,2901,4483
2,68,1180168
1,1047,4537
2,388,4483
2,68,4538
3,1709,4537
4,2004,4537
2,184,4483
2,124,1229821
1,1069,106546
4,2256,127175
4,1982,4537
2,0,529295
0,2706,581514
2,102,4483
3,1505,4483
2,288,522484
2,288,127175
2,288,106546
0,2706,581514
4,2103,4537
1,1047,4537
3,1431,4537
4,2078,127175
4,2123,581514
1,684,529295
4,2128,4537
3,1533,106546
2,16,4537
3,1814,4537
1,1184,4537
4,2403,581514
0,3129,1180168
1,1047,4537
1,1010,4483
4,2253,4483
0,2750,4537
0,2685,1229821
1,981,1070524
3,1285,4483
1,1015,650659
1,1097,4537
1,1097,1070524
1,701,4483
4,2037,4483
0,2664,4483
1,908,95987
0,2510,3304195
0,2510,1229821
0,2985,106546
3,1737,4483
1,1076,581514
2,244,4483
2,244,4483
0,3040,4483
0,2816,447913
2,163,447913
3,1635,4483
3,1817,4537
3,1340,4537
1,653,4483
0,3036,1229821
0,2855,4537
1,634,522484
0,2607,4537
1,953,1085065
1,1000,4537
2,563,1070524
0,3082,529295
0,2965,581514
4,2078,650659
0,3078,447913
4,2041,4483
2,399,4483
2,152,95987
1,1119,4537
4,1990,4483
4,1990,522484
4,1990,106546
4,1990,127175
4,1897,4483
0,2570,1229820
2,303,581514
2,69,4483
0,2627,4537
4,2078,127175
1,590,5065
1,1118,4538
0,2510,95987
0,2510,62056
3,1223,529295
3,1415,447913
0,2732,581514
3,1273,522484
3,1273,127175
4,1893,4537
1,1073,106546
1,1118,5065
2,331,106546
4,2289,95987
4,2289,106546
4,2289,522484
4,2289,127175
2,260,581514
3,1428,581514
0,2705,4538
1,892,447913
4,2078,4538
1,624,4536
1,1097,4537
2,136,1070524
0,2510,3304195
0,2510,1229821
0,2510,1180168
3,1745,447913
3,1745,1229821
2,211,4483
3,1642,4483
4,2079,581514
2,68,1229817
2,530,4537
2,142,1229821
3,1806,4537
0,2812,1229821
0,2812,1229825
0,2812,447913
3,1806,4537
3,1473,4537
0,2486,522484
0,2486,106546
0,2486,95987
4,1966,4483
2,184,4483
0,2852,529295
4,1990,4483
1,742,4537
1,780,95987
0,2509,95987
4,2372,4537
1,980,4537
1,1021,522484
1,1021,127175
4,2204,1070524
4,2204,4483
1,1097,581514
1,821,4537
2,200,4483
1,617,4483
4,2346,1229820
1,744,529295
2,47,581514
4,2034,5065
4,2424,4483
0,3069,1229821
0,2510,4483
0,2510,106546
0,2510,522484
3,1446,522484
3,1446,127175
1,601,650659
4,2195,4537
0,2583,447913
0,2881,106546
0,3042,522484
4,2078,1180168
0,2594,4537
0,3046,127175
2,68,447913
2,68,1229819
2,68,1229821
1,961,581514
0,2987,4537
2,537,4537
2,523,106546
2,523,95987
2,245,1229821
2,245,447913
3,1340,4538
4,1901,4537
0,2915,4537
0,2510,3304195
0,2510,1229821
0,2634,4537
4,2214,447913
0,2622,529295
3,1323,106546
3,1718,1229821
4,2156,1229817
4,2156,1229821
2,212,522484
2,212,106546
2,212,127175
3,1806,4483
4,2026,4537
0,2706,447913
3,1365,581514
1,1079,4537
3,1578,127175
2,562,5065
3,1737,4483
1,645,447913
3,1276,4537
0,2980,4536
2,175,529295
4,2041,4483
4,2041,1070524
4,2078,95987
4,1990,95987
4,1990,522484
4,1990,106546
4,1990,127175
0,3134,447913
4,2101,4537
0,2719,529295
2,173,4537
2,345,529295
3,1289,4483
3,1340,4537
4,1941,4538
0,3069,1180168
1,960,4483
3,1289,4483
1,784,4538
2,85,127175
4,1990,4483
3,1380,106546
3,1575,4537
3,1392,4483
1,934,4483
0,2926,581514
2,261,581514
3,1480,127175
3,1289,4483
4,2390,650659
1,573,581514
4,2299,4483
4,2040,95987
4,2040,106546
4,2393,4537
2,68,522484
4,2108,4483
4,2078,4537
0,2586,4538
1,1088,1085065
3,1287,581514
4,1943,4537
0,2685,1229820
0,2685,447913
1,1117,4537
3,1737,4537
4,2004,1085065
4,1967,4537
1,992,106546
3,1330,95987
3,1330,581514
0,3129,447913
0,3129,1229817
0,3129,1229821
4,2443,522484
4,2443,106546
4,1990,4483
0,2510,95987
1,908,1229821
1,908,1229825
2,68,529295
3,1712,4483
0,2703,1229817
0,2703,1229821
3,1605,4537
1,623,4483
0,2706,581514
1,749,4537
3,1764,529295
0,2510,1085065
3,1428,4537
2,68,1229817
2,563,4537
1,947,4537
4,2078,650659
2,68,3304195
0,2537,4537
4,2325,127175
